things,places
"FAST FOODS,CHSEBURGER; DBLE,REG,PATTY & BN; W/ CONDMNT & VEG",
"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; PLN",
"FAST FOODS,CHESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & BACON",
"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",
"FAST FOODS,CHSBURGER; SINGLE,LRG PATTY; W/ CONDMNT,VEG & HAM",
"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG",
"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN",
"FAST FOODS,CHICK FILLET SNDWCH,PLN",
"FAST FOODS,CHICK FILLET SNDWCH,W/CHS",
"FAST FOODS,EGG&CHS SNDWCH",
"FAST FOODS,FISH SNDWCH,W/TARTAR SAU",
"FAST FOODS,FISH SNDWCH,W/TARTAR SAU&CHS",
"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; PLN",
"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT",
"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT & VEG",
"FAST FOODS,HAMBURGER; DOUBLE,REG,PATTY; PLN",
"FAST FOODS,HAMBURGER; DOUBLE,REG PATTY; W/ CONDMNT",
"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; PLN",
"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",
"FAST FOODS,HAMBURGER; DOUBLE,LRG PATTY; W/ CONDMNT & VEG",
"FAST FOODS,HAMBURGER,LRG,TRIPLE PATTY,W/CONDMNT",
"FAST FOODS,HAM&CHS SNDWCH",
"FAST FOODS,HAM,EGG,&CHS SNDWCH",
"FAST FOODS,HOTDOG,PLAIN",
"FAST FOODS,HOTDOG,W/CHILI",
"FAST FOODS,HOTDOG,W/CORN FLR COATING (CORNDOG)",
"FAST FOODS,RST BF SNDWCH,PLN",
"SANDWICHES&BURGERS,RST BF SNDWCH W/CHS",
"SANDWICHES&BURGERS,STEAK SNDWCH",
"FAST FOODS,SUBMARINE SNDWCH,W/COLD CUTS",
"FAST FOODS,SUBMARINE SNDWCH,W/RST BF",
"FAST FOODS,SUBMARINE SNDWCH,W/TUNA SALAD",
"FAST FOODS,COLESLAW",
"FAST FOODS,CORN ON THE COB W/BUTTER",
"FAST FOODS,HUSH PUPPIES",
"FAST FOODS,ONION RINGS,BREADED&FRIED",
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU",
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BACON",
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BROCCOLI",
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&CHILI",
"FAST FOODS,POTATO,BKD&TOPPED W/SOUR CRM&CHIVES",
"FST FOODS, POTATO, FRNCH FRIED IN VEG OIL",
"FAST FOODS,POTATO,MASHED",
"SIDE DISHES,POTATO SALAD",
"BURGER KING,VANILLA SHAKE",
"FAST FOODS,HAMBURGER,LRG,SINGLE PATTY,W/CONDMNT",
"PIZZA,CHS TOPPING,REG CRUST,FRZ,CKD",
"PIZZA,CHS TOPPING,RISING CRUST,FRZ,CKD",
"PIZZA,MEAT & VEG TOPPING,REG CRUST,FRZ,CKD",
"PIZZA,MEAT & VEG TOPPING,RISING CRUST,FRZ,CKD",
"McDONALD'S,  Hamburger",
"FAST FOODS,CHICK,BREADED & FRIED,BNLESS PIECES,PLN",
"FAST FOODS,CRISPY CHICK FILET SNDWCH,W/ LETUCE,TOMATO & MAYO",
"MCDONALD'S, FLT-O-FSH",
"MCDONALD'S, CHEESEBURGER",
"MCDONALD'S,QUARTER POUNDER",
"MCDONALD'S,QUARTER POUNDER W/ CHS",
"MCDONALD'S,BIG MAC",
"MCDONALD'S,FRENCH FR",
"WENDY'S,CLASSIC SINGLE HAMBURGER,NO CHS",
"WENDY'S,CLASSIC SINGLE HAMBURGER,W/ CHS",
"WENDY'S,JR. HAMBURGER,WO/ CHS",
"WENDY'S,JR. HAMBURGER,W/ CHS",
"WENDY'S,CLASSIC DOUBLE,W/ CHS",
"WENDY'S,HOMESTYLE CHICK FILLET SNDWCH",
"WENDY'S,ULTIMATE CHICK GRILL SNDWCH",
"WENDY'S,CHICK NUGGETS",
"WENDY'S,FRENCH FR",
"WENDY'S,FROSTY DAIRY DSSRT",
"BURGER KING, French Fries",
"BURGER KING, Hamburger",
"BURGER KING, CHSBRGR",
"BURGER KING, WHOPPER, no cheese",
"BURGER KING, WHOPPER, with cheese",
"Burger king, double whopper no cheese",
"BURGER KING, DOUBLE WHOPPPER, with cheese",
"BURGER KING, Chicken Tenders",
"BURGER KING,CHICK WHOPPER SNDWCH",
"BURGER KING,ORIGINAL CHICK SNDWCH",
"TACO BELL,ORIGINAL TACO W/ BF",
"TACO BELL,SOFT TACO W/ BF",
"TACO BELL,SOFT TACO W/ CHICK",
"TACO BELL,SOFT TACO W/ STEAK",
"TACO BELL,BEAN BURRITO",
"TACO BELL,BURRITO SUPREME W/ BF",
"TACO BELL,BURRITO SUPREME W/ CHICK",
"TACO BELL,BURRITO SUPREME W/ STEAK",
"TACO BELL,NACHOS",
"TACO BELL,NACHOS SUPREME",
"TACO BELL,TACO SALAD",
"PIZZA HUT 12"" CHS PIZZA,REG CRUST",
"PIZZA HUT 12"" CHS PIZZA,THICK CRUST",
"PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST",
"PIZZA HUT 12"" PEPPERONI PIZZA,REG CRUST",
"PIZZA HUT 12"" PEPPERONI PIZZA,THICK CRUST",
"PIZZA HUT 12"" SUPER SUPREME PIZZA,REG CRUST",
"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",
"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",
"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",
"DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust",
"DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust",
"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza",
"PAPA JOHN'S 14"" CHS PIZZA,ORIGINAL CRUST",
"PAPA JOHN'S 14"" PEPPERONI PIZZA,ORIGINAL CRUST",
"PAPA JOHN'S 14"" THE WORKS PIZZA,ORIGINAL CRUST",
"PAPA JOHN'S 14"" CHS PIZZA,THIN CRUST",
"LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA,REG CRUST",
"LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA,REG CRUST",
"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA,REG CRUST",
"LITTLE CAESARS 14"" CHS PIZZA,LRG DEEP DISH CRUST",
"LITTLE CAESARS 14"" PEPPERONI PIZZA,LRG DEEP DISH CRUST",
"LITTLE CAESARS 14"" CHS PIZZA,THIN CRUST",
"PIZZA HUT 14"" CHS PIZZA,REG CRUST",
"PIZZA HUT 14"" CHS PIZZA,THICK CRUST",
"PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST",
"PIZZA HUT 14"" PEPPERONI PIZZA,REG CRUST",
"PIZZA HUT 14"" PEPPERONI PIZZA,THICK CRUST",
"PIZZA HUT 14"" SUPER SUPREME PIZZA,REG CRUST",
"FST FD, PZZA CHN, 14"" PZZA, CHS TPPING, REG CRUST",
"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST",
"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THIN CRUST",
"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,REG CRUST",
"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THICK CRUST",
"FAST FD,PIZZA CHAIN,14"" PIZZA,MEAT & VEG TOPPING,REG CRUST",
"Egg, Cheese and Sausage Griddle Cake Sandwich",
Sausage Griddle Cake Sandwich,
"Egg, Cheese and Bacon Griddle Cake Sandwich",
"MCDONALD'S,CHICK SELECTS PREMIUM BREAST STRIPS",
"MCDONALD'S,CHICK MCNUGGETS",
"MCDONALD'S,BARBEQUE SAU",
"MCDONALD'S,CREAMY RANCH SAU",
"MCDONALD'S,HONEY",
"MCDONALD'S,HOT MUSTARD SAU",
"MCDONALD'S,SPICY BUFFALO SAU",
"MCDONALD'S,SWT 'N SOUR SAU",
"MCDONALD'S,TANGY HONEY MUSTARD SAU",
"MCDONALD'S,BISCUIT,REG SIZE",
"MCDONALD'S,DELUXE WARM CINN ROLL",
"MCDONALD'S,HASH BROWNS",
"MCDONALD'S,SCRMBLD EGGS",
"MCDONALD'S,HOTCAKES (PLAIN)",
"MCDONALD'S,WARM CINN ROLL",
"MCDONALD'S,SAUSAGE PATTY",
"MCDONALD'S,BKD APPL PIE",
"MCDONALD'S,MCDONALDLAND CHOC CHIP COOKIES",
"MCDONALD'S,MCDONALDLAND COOKIES",
"MCDONALD'S,BACON,EGG & CHS MCGRIDDLES",
"MCDONALD'S,SAUSAGE MCGRIDDLES",
"MCDONALD'S,SAUSAGE,EGG & CHS MCGRIDDLES",
"MCDONALD'S,VANILLA TRIPLE THICK SHAKE",
"MCDONALD'S,CHOC TRIPLE THICK SHAKE",
"MCDONALD'S,STRAWBERRY TRIPLE THICK SHAKE",
"MCDONALD'S,VANILLA RED FAT ICE CRM CONE",
"MCDONALD'S,STRAWBERRY SUNDAE",
"MCDONALD'S,HOT CARAMEL SUNDAE",
"MCDONALD'S,HOT FUDGE SUNDAE",
"MCDONALD'S,PNUTS (FOR SUNDAES)",
"MCDONALD'S,MCFLURRY W/ M&M'S CANDIES",
"MCDONALD'S,MCFLURRY W/ OREO COOKIES",
"MCDONALD'S,SAUSAGE BURRITO",
"MCDONALD'S,BIG BRKFST",
"MCDONALD'S,APPL DIPPERS",
"MCDONALD'S,LOFAT CARAMEL SAU",
"MCDONALD'S,DOUBLE CHEESEBURGER",
"MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS",
"MCDONALD'S,NEWMAN'S OWN COBB DRSNG",
"MCDONALD'S,NEWMAN'S OWN CREAMY CAESAR DRSNG",
"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE",
"MCDONALD'S,NEWMAN'S OWN RANCH DRSNG",
"MCDONALD'S,BIG MAC (WITHOUT BIG MAC SAUCE)",
"MCDONALD'S,BIG 'N TASTY",
"MCDONALD'S,BIG 'N TASTY (WITHOUT MAYONNAISE)",
"MCDONALD'S,BIG 'N TASTY W/ CHS",
"MCDONALD'S,BIG 'N TASTY W/ CHS (WITHOUT MAYONNAISE)",
"MCDONALD'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)",
"MCDONALD'S,EGG MCMUFFIN",
"MCDONALD'S,SAUSAGE MCMUFFIN",
"MCDONALD'S,SAUSAGE MCMUFFIN W/ EGG",
"MCDONALD'S,BACON EGG & CHS BISCUIT",
"MCDONALD'S,SAUSAGE BISCUIT",
"MCDONALD'S,SAUSAGE BISCUIT W/ EGG",
"MCDONALD'S,DELUXE BRKFST,W/ SYRUP & MARGARINE",
"MCDONALD'S,HOTCAKES & SAUSAGE",
"MCDONALD'S,HOTCAKES (WITH 2 PATS MARGARINE & SYRUP)",
"MCDONALD'S,APPL DIPPERS W/ LOFAT CARAMEL SAU",
"MCDONALD'S,FRUIT & WALNUT SALAD",
"MCDONALD'S,CAESAR SALAD W/ GRILLED CHICK",
"MCDONALD'S,CAESAR SALAD W/ CRISPY CHICK",
"MCDONALD'S,CAESAR SALAD WO/ CHICK",
"MCDONALD'S,BACON RANCH SALAD W/ GRILLED CHICK",
MCDONALD'S BACON RANCH SALAD W/ CRISPY CHICK,
"MCDONALD'S,BACON RANCH SALAD WO/ CHICK",
"MCDONALD'S,SIDE SALAD",
"MCDONALD'S,FRUIT 'N YOGURT PARFAIT",
"MCDONALD'S,FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA)",
"MCDONALD'S,FILET-O-FISH (WITHOUT TARTAR SAUCE)",
"BURGER KING,CROISSAN'WICH W/ SAUSAGE,EGG & CHS",
"BURGER KING,CROISSAN'WICH W/ SAUSAGE & CHS",
"BURGER KING,CROISSAN'WICH W/ EGG & CHS",
"BURGER KING,FRENCH TOAST STKS",
"BURGER KING,HASH BROWN ROUNDS",
"FAST FOODS,MINIATURE CINN ROLLS",
"FAST FOODS,HAMBURGER; DOUBLE,LRG PATY; W/ CONDMNT,VEG & MAYO",
"FT FDS, HAMBRGER; SIN, LRG PATTY; W/ CONDMNTS, VEG, MAYO",
"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT",
"FAST FOODS,HMBURGR; SNG,REG PTTY; DBL BN W/ CNDMNT & SPL SAU",
"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT",
"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT",
"FAST FDS,CHSEBURGER;SINGLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",
"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT",
"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",
"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU",
"FAST FOODS,CHICK TENDERS",
"MCDONALD'S,PREMIUM GRILLED CHICK CLASSIC SNDWCH",
"MCDONALD'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH",
"MCDONALD'S,PREMIUM GRILLED CHICK CLUB SNDWCH",
"MCDONALD'S,PREMIUM CRISPY CHICK CLUB SNDWCH",
"MCDONALD'S,PREMIUM GRILLED CHICK RANCH BLT SNDWCH",
"MCDONALD'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH",
"MCDONALD'S,ENG MUFFIN",
"FAST FOODS,BAGEL,W/ HAM,EGG,& CHS",
"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT",
"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT",
"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ MILK CHOC CANDIES",
"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES",
"POPEYES,BATTER FRIES,ANALYZED PRIOR TO DECEMBER 2006",
"POPEYES,BISCUIT,ANALYZED PRIOR TO NOVEMBER 2006",
"POPEYES,COLESLAW",
"POPEYES,MILD CHICK STRIPS,ANALYZED 2006",
"POPEYES,SPICY CHICK STRIPS,ANALYZED 2006",
"KENTUCKY FRIED CHICK,BISCUIT,ANALYZED PRIOR TO JANUARY 2007",
"KENTUCKY FRIED CHICK,COLESLAW",
"KENTUCKY FRIED CHICK,CRISPY CHICK STRIPS,ANALYZED 2007",
"KENTUCKY FRIED CHICK,POPCORN CHICK,ANALYZED PRIOR 2007",
"KENTUCKY FRIED CHICK,POTATO WEDGES,ANALYZED PRIOR 2007",
"KENTUCKY FRIED CHICK,FRIED CHICK,ORIGINAL RECPE,SKN & BRDING",
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT ONLY",
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT ONLY",
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT ONLY",
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,WING,MEAT ONLY",
"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,SKN & BRDING",
"KENTUCKY FRIED CHICK,EX CRISPY,BREAST,MEAT ONLY",
"KENTUCKY FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY",
"KENTUCKY FRIED CHICK,EX CRISPY,THIGH,MEAT ONLY",
"KENTUCKY FRIED CHICK,EX CRISPY,WING,MEAT ONLY",
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT & SKN",
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT & SKN",
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT & SKN",
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,WING,MEAT & SKN",
"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,BREAST,MEAT & SKN",
"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT & SK",
"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,THIGH,MEAT & SKN",
"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,WING,MEAT & SKN",
"POPEYES,FRIED CHICK,MILD,BREAST,MEAT ONLY,SKN",
"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY",
"POPEYES,FRIED CHICK,MILD,SKN & BREADING",
"POPEYES,FRIED CHICK,MILD,THIGH,MEAT ONLY",
"POPEYES,FRIED CHICK,MILD,WING,MEAT ONLY,SKN",
"POPEYES,FRIED CHICK,SPICY,BREAST,MEAT ONLY",
"POPEYES,FRIED CHICK,SPICY,DRUMSTK,MEAT ONLY",
"POPEYES,FRIED CHICK,SPICY,SKN & BREADING",
"POPEYES,FRIED CHICK,SPICY,THIGH,MEAT ONLY,SKN & BREADING",
"POPEYES,FRIED CHICK,SPICY,WING,MEAT ONLY",
"POPEYES,FRIED CHICK,SPICY,BREAST,MEAT & SKN W/ BREADING",
"POPEYES,FRIED CHICK,SPICY,DRUMSTK,MEAT & SKN W/ BREADING",
"POPEYES,FRIED CHICK,SPICY,THIGH,MEAT & SKN W/ BREADING",
"POPEYES,FRIED CHICK,SPICY,WING,MEAT & SKN W/ BREADING",
"POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING",
"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT & SKN W/ BREADING",
"POPEYES,FRIED CHICK,MILD,THIGH,MEAT & SKN W/ BREADING",
"POPEYES,FRIED CHICK,MILD,WING,MEAT & SKN W/ BREADING",
"MCDONALD'S,BISCUIT,LRG SIZE",
"KRAFT MACARONI & CHEESE DINNER ORIGINAL FLAVOR,UNPREP",
"MORNINGSTAR FARMS GARDEN VEGGIE PATTIES,FRZ,UNPREP",
"MORNINGSTAR FARMS AMERICA'S ORIGINAL VEGGIE DOG,FRZ,UNPREP",
"MORNINGSTAR FARMS GRILLERS RECIPE CRUMBLES,FRZ,UNPREP",
"MORNINGSTAR FARMS GRILLERS VEGAN,FRZ,UNPREP",
"MORNINGSTAR FARMS VEGGIE SAUSAGE PATTIES,FRZ,UNPREP",
"MORNINGSTAR FARMS SPICY BLACK BEAN BURGER,FRZ,UNPREP",
"GREEN GIANT,HARVEST BURGER,ORIG FLAV,ALL VEG PROT PATTY,FRZ",
"LOMA LINDA BIG FRANKS,CND,UNPREP",
"MORNINGSTAR FARMS VEGAN BURGER MADE W/ ORG SOY,FRZ,UNPREP",
"NESTLE,CHEF-MATE CHILI W/BNS,CND",
"NESTLE,CHEF-MATE CHILI WO/BNS,CND",
"NESTLE,CHEF-MATE CORNED BF HASH,CND",
"Macaroni and Cheese, canned entree",
"JIMMY DEAN,SAUSAGE BISCUITS,BRKFST SNDWCH,FRZ",
"SPAGHETTI W/ MEAT SAU,FRZ ENTREE",
"HEALTHY CHOIC BF MACARONI,FRZ ENTREE",
"NALLEY CHILI CON CARNE W/BNS,CND ENTREE",
"OLD EL PASO CHILI W/BNS,CND ENTREE",
"CHEF BOYARDEE BF RAVIOLI IN TOMATO & MEAT SAU,CND ENTREE",
"CHEF BOYARDEE BEEFARONI,MACARONI W/BEEF IN TOMATO SAU,CND",
"CHEF BOYARDEE MINI RAVIOLI,BF RAVIOLI TOMATO, MEAT SAU,CND",
"CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU,CND ENTREE",
"PASTA W/SLICED FRANKS IN TOMATO SAU,CND ENTREE",
"BANQUET CHICK POT PIE,FRZ ENTREE'",
"MARIE CALLENDER'S CHICK POT PIE,FRZ ENTREE",
"STOUFFER'S CHICK PIE,FRZ ENTREE",
"TURKEY POT PIE,FRZ ENTREE",
"BEEF POT PIE,FRZ ENTREE,PREP",
"HOT POCKETS,BF&CHEDDAR STUFFED SNDWCH,FRZ",
"HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ",
"HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ",
"RED BARON PREMIUM POCKETS,ORIGINAL HAM&CHS,FRZ",
"STOUFFER'S STUFFED PEPPERS W/ BF IN TOMATO SAU,FRZ ENTREE",
"STOUFFER'S LASAGNA W/ MEAT & SAU,FRZ ENTREE",
"BANQUET ORIG FRIED CHK THIGH,W/MASH POT & CORN IN SEASON SAU",
"STOUFFER'S LN CUISINE SPAGHETTI W/ MEATBALLS & SAU,FRZ ENTRE",
"STOUFFER'S LN CUISINE SWEDISH MEATBALLS W/ PASTE,FRZ ENTREE",
"STOUFFER'S LN CUISINE MACARONI & BF IN TOMATO SAU,FRZ ENTREE",
"STOUFFER'S LN CUISINE CHICK & VEG W/ VERMICELLI,FRZ ENTREE",
"STOUFFER'S LN CUISINE HS BF POT RST W/ WHIPPED POTATOES,FRZ",
"STOUFFER'S CRMD CHIPPED BF,FRZ ENTREE",
"STOUFFER'S LN CUISINE SPAGHETTI W/ MEAT SAU,FRZ ENTREE",
"STOUFFER'S LN CUISINE ORIENTAL BF W/ VEG & RICE,FRZ ENTREE",
"STOUFFER'S HOMESTYLE SALISBURY STEAK IN GRAVY & MAC& CHS,FRZ",
"PATIO BF & BEAN BURRITO,MILD,FRZ",
"STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT,FRZ",
"HEALTHY CHOIC CHICK TERIYAKI W/RICE MEDLEY BROCCOLI,FRZ MEAL",
"HC CHK ENCHI SUPMA IN GRN CHILI SAU,MEXI  RICE,CORN MELY,FRZ",
"CINNAMON SWIRL FRENCH TOAST W/SAUSAGE,FRZ BRKFST",
"SCRAMBLED EGGS&SAUSAGE W/HASHED BROWN POTATOES,FRZ BRKFST",
"GREEN GIANT,BROCCOLI IN CHS FLAV SAU,FRZ",
"THE BUDGET GOURMET,SPINACH AU GRATIN,FRZ",
"BANQUET TKY & GRY W/DRESS ,MSHD POT & PEA IN SEASON SAU,FRZ",
STOUFF LN CUISIN CHK ENCH SUIZA W/CRM SAU & MEXI-STYL RICE,
STOUFFER'S CHK ENCHILA MEXIC-STY RICE W/ MONREY JACK CHS SAU,
"SMART ONES,CHICK ENCHILADAS SUIZA,SOUR CRM W/CHEESE,FRZ",
"SMART ONES,RST TKY MEDALLIONS,MSHRM IN SAU W/RICE & VEG,FRZ",
"MARIE CALLENDER'S BF STROGANOFF & NOODLES, CARROTS, PEAS,FRZ",
"BREAKFAST BURRITO,HAM&CHS FLAVOR,FRZ ENTREE",
"TYSON CHICK FAJITA KIT,FRZ,PROD CD #2266-910",
"BANQUET HEARTY ONE STK DIN,GRY,MSHD POT, CORN SEASON SAU,FRZ",
"KID CUISINE CHK NUG, PSTA IN CHS SAU,CRN,CHOC PUDD W/SPRINK",
"BANQUET SLCED BF W/GRY, MASH POT, PEAS SEASON SAUC, FROZEN",
"HORMEL,DINTY MOORE BF STEW,CND ENTREE",
"HORMEL CORNED BF HASH,CND ENTREE",
"BETTY CROCKER,HAMBURGER HELPER,CHEESEBURGER MACARONI,DRY MIX",
"HODGSON MILL,WHL WHEAT MACARONI&CHS DINNER,DRY MIX",
"LIPTON,ALFREDO EGG NOODLES IN A CREAMY SAU,DRY MIX",
"HORMEL CHILI,NO BNS,CND ENTREE",
"HORMEL TURKEY CHILI W/BNS,CND ENTREE",
"FREEZER QUEEN GRAVY&SLICED BF MEAL,MSHD POT&CARROTS,FRZ MEAL",
"BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU,FRZ",
"HEALTHY CHOIC MESQ CHK BBQ,RSTD RED POT,MXD VEG IN SAU,FRZ",
"STAGG DYNAMITE CHILI W/BNS,CND ENTREE",
"STAGG RANCHHOUSE CHILI W/BNS,CND ENTREE",
"STAGG CLASSIC CHILI W/BNS,CND ENTREE",
"STAGG COUNTRY CHILI W/BNS,CND ENTREE",
"STAGG SILVERADO CHILI W/BNS,CND ENTREE",
"HORMEL CHILI W/BNS,CND ENTREE",
"HORMEL VEGETARIAN CHILI W/BNS,CND ENTREE",
"HORMEL RST BF HASH,CND ENTREE",
"TORTELLINI,PASTA W/CHS FILLING",
"PIZZA,PEPPERONI TOPPING,REG CRUST,FRZ,CKD",
"CHILI CON CARNE W/BNS,CND ENTREE",
"BEEF STEW,CANNED ENTREE",
"CHICKEN POT PIE,FRZ ENTREE,PREP",
"PASTA W/MEATBALLS IN TOMATO SAU,CND ENTREE",
"BEEF,CORNED BF HASH,W/ POTATO,CND",
"LASAGNA,CHS,FRZ,PREP",
"CHILI,NO BNS,CND ENTREE",
"SPAGHETTI,W/ MEATBALLS,CND",
"SPAGHETTI,NO MEAT,CND",
"LASAGNA W/ MEAT & SAU,LOW-FAT,FRZ ENTREE",
"LASAGNA W/ MEAT & SAU,FRZ ENTREE",
"BURRITO,BF & BEAN,FRZ",
"BURRITO, BEAN AND CHEESE, FROZEN",
"HC TRADITION MT LF W/BRN SAU,MSHD POTS,GRN BNS & APL CRP,FRZ",
"HC SALBRY STK W/MSHRM GRVY,RST RED POT,GRN BNS,CRN,CART MEDY",
"HC CONTRY RSTD TKY W/CRANBERRY APPL SAU,GRN BNS & CARROT BLD",
"HC MESQ BF W/BBQ SAU,RSTD RED POT & CORN,CAROT PEA MELEY,FRZ",
"MARIE CALLENDER TKY W/GRY & DRSNG W/ MSHD POT,GRN BNS & CRAN",
"WEIGHT WATCHERS SMART ONES,CHICK TENDERLOINS W/ BBQ SAU",
"MORNINGSTAR FARMS VEGGIE MEDLEY W/ ORG SOY,FRZ,UNPREP",
"BURRITO,BEAN & CHS,MICROWAVED",
"BURRITO,BF & BEAN,MICROWAVED",
"CAMPBELL,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU",
"CAMPBELL,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU",
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS ORIGINAL",
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS A TO Z'S",
"SPAGHETTIOS, Danny PhantomShaped Pasta with Sliced Franks",
"CAMPBELL, SPAGHETTIOS,DORA THE EXPLORERSHAPED PASTA",
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS IN MEAT SAU",
"CAMPBELL ,SPAGHETTIOS,SPAGHETTIOS PLUS CA",
"CAMPBELL ,SPAGHETTIOS RAVIOLIOS BF RAVIOLI IN MEAT SAU",
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIO'S W/ MEATBALLS",
"CAMPBELL ,SPAGHETTIOS,SPAGHETTIO'S W/ SLICED FRANKS",
"CAMPBELL,SPAGHTETTIOS A TO Z'S W/ MEATBALLS",
"CAMPBELL ,SUPPER BAKES MEAL KITS,CHEESY CHICK W/ PASTA",
"SUPPER BAKES MEAL KITS,CREAMY STROGANOFF SAU W/ PASTA",
"CAMPBELL,SUPPER BAKES MEAL KITS,GARLIC CHICK W/ PASTA",
"CAMPBELL, SUPPER BAKES MEAL KITS,HERB CHICK W/ RICE",
"CAMPBELL SUPPER BAKES MEAL KITS,LEMON CHICK W/ HERB RICE",
"CAMPBELL,SUPPER MEAL KITS,SAVORY PORK CHOPS W/ HERB STUFFING",
"CAMPBELL,SUPPER BAKES MEAL KITS,SOUTHWEST-STYLE CHICK W/RICE",
